0.0100695671, 0.00455000963, -0.00039226939, 0.0222798991, -0.0772806848, -3.64988965, -58.2707423, -392.26939, 2434.78502, -3345.97486, 0, 3.34597486, -74.1393196
0.0201588465, 0.00954961439, -0.000108240876, -0.00163549635, -0.0975173727, -0.951852464, -58.6616173, -108.240876, 2988.71987, -3949.61874, 0, 3.94961874, -82.8386603
0.0303919173, 0.0111440559, 2.49174169e-06, 0.00216157151, -0.102851192, -0.245926106, -58.6744223, 2.49174169, 2922.3709, -3543.1558, 0, 3.5431558, -61.7548841
0.0405536645, 0.0108849277, 2.38532806e-05, -0.000988968662, -0.104228487, -0.0645272946, -58.5035722, 23.8532806, 2788.97856, -3214.08841, 0, 3.21408841, -46.2453953
0.0511836025, 0.010412396, 1.09688677e-05, -0.00152707633, -0.104598023, -0.0159653959, -58.3302458, 10.9688677, 2752.01551, -3133.56407, 0, 3.13356407, -42.3975069
0.0618003152, 0.0102471338, -2.50042191e-06, -0.00101534133, -0.104689476, -0.00396526847, -58.2137725, -2.50042191, 2769.36198, -3165.22221, 0, 3.16522221, -43.6913244
0.0723010022, 0.0102638042, -9.24576684e-06, -0.000397750627, -0.104712093, -0.00100202401, -58.1361409, -9.24576684, 2784.76185, -3194.93513, 0, 3.19493513, -44.9649222
0.0826314564, 0.0103031047, -1.23326626e-05, -0.000232283586, -0.104717769, -0.000259421454, -58.0766406, -12.3326626, 2788.63049, -3202.46165, 0, 3.20246165, -45.2877171
0.0930452003, 0.01031861, -1.46297473e-05, -0.000221699284, -0.104719245, -6.65440109e-05, -58.0262764, -14.6297473, 2787.48485, -3200.16084, 0, 3.20016084, -45.1860782
0.103475142, 0.0103179916, -1.69490718e-05, -0.000219909232, -0.104719624, -1.70553598e-05, -57.9844899, -16.9490718, 2786.15889, -3197.53019, 0, 3.19753019, -45.0710793
0.113621565, 0.0103146587, -1.9008962e-05, -0.000206145656, -0.10471972, -4.54047015e-06, -57.9519397, -19.008962, 2785.7665, -3196.75268, 0, 3.19675268, -45.0371061
0.123686159, 0.0103131399, -2.0804592e-05, -0.000107204459, -0.104719746, -1.22263598e-06, -57.9267049, -20.804592, 2785.83634, -3196.89011, 0, 3.19689011, -45.0430721
0.134376919, 0.0103130763, -2.23608161e-05, -0.00010889121, -0.104719753, -3.03585009e-07, -57.9063095, -22.3608161, 2785.95906, -3197.13245, 0, 3.19713245, -45.0536271
0.14471045, 0.0103133635, -2.36442558e-05, -0.000148426249, -0.104719755, -7.90218646e-08, -57.891745, -23.6442558, 2786.00072, -3197.21475, 0, 3.19721475, -45.057212
0.155123864, 0.0103135114, -2.46390634e-05, -8.18358326e-05, -0.104719755, -2.03634176e-08, -57.8813136, -24.6390634, 2785.99679, -3197.20698, 0, 3.19720698, -45.0568729
0.165822317, 0.0103135229, -2.55273735e-05, -9.97535715e-05, -0.104719755, -5.05655665e-09, -57.8742726, -25.5273735, 2785.98625, -3197.18613, 0, 3.19718613, -45.0559644
0.176902344, 0.0103134975, -2.62893039e-05, -5.25524949e-05, -0.104719755, -1.19517433e-09, -57.8702655, -26.2893039, 2785.98224, -3197.17821, 0, 3.19717821, -45.0556192
0.187104456, 0.0103134852, -2.68731756e-05, -4.31768459e-05, -0.104719755, -3.16712582e-10, -57.8690239, -26.8731756, 2785.98253, -3197.17879, 0, 3.19717879, -45.0556444
0.197423374, 0.010313484, -2.73590375e-05, -5.13116472e-05, -0.104719755, -8.26568443e-11, -57.8697531, -27.3590375, 2785.98339, -3197.18049, 0, 3.19718049, -45.0557186
0.208290421, 0.0103134861, -2.77905273e-05, -5.8052245e-06, -0.104719755, -2.00876353e-11, -57.8723211, -27.7905273, 2785.98376, -3197.18122, 0, 3.19718122, -45.0557501
0.218638803, 0.0103134872, -2.81198649e-05, -1.74767838e-05, -0.104719755, -5.21952851e-12, -57.8761798, -28.1198649, 2785.98375, -3197.18119, 0, 3.19718119, -45.0557491
0.229316493, 0.0103134874, -2.84156988e-05, -1.30226467e-05, -0.104719755, -1.29674049e-12, -57.8813607, -28.4156988, 2785.98367, -3197.18105, 0, 3.19718105, -45.0557427
0.239575863, 0.0103134872, -2.86563341e-05, -4.19366577e-05, -0.104719755, -3.37507799e-13, -57.8872835, -28.6563341, 2785.98364, -3197.18098, 0, 3.19718098, -45.05574
0.250006146, 0.0103134871, -2.88519269e-05, -1.87509387e-05, -0.104719755, -8.58572472e-14, -57.8940971, -28.8519269, 2785.98364, -3197.18098, 0, 3.19718098, -45.0557399
0.26009867, 0.0103134871, -2.89964686e-05, 7.48385253e-07, -0.104719755, -2.36847579e-14, -57.9013131, -28.9964686, 2785.98365, -3197.18099, 0, 3.19718099, -45.0557404
0.270633145, 0.0103134871, -2.91458486e-05, -5.70083504e-06, -0.104719755, -5.92118946e-15, -57.9093778, -29.1458486, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
0.280888158, 0.0103134871, -2.92366377e-05, -3.78104624e-07, -0.104719755, 0, -57.917662, -29.2366377, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
0.29137782, 0.0103134871, -2.93346133e-05, -2.89703409e-05, -0.104719755, 0, -57.9264882, -29.3346133, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
0.301538817, 0.0103134871, -2.94180867e-05, 3.09737597e-05, -0.104719755, 0, -57.9353253, -29.4180867, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
0.312120531, 0.0103134871, -2.94587311e-05, -2.77282951e-06, -0.104719755, -2.96059473e-15, -57.9447522, -29.4587311, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
0.32283329, 0.0103134871, -2.95096813e-05, -2.79986812e-05, -0.104719755, 0, -57.9544866, -29.5096813, 2785.98365, -3197.181, 0, 3.197181, -45.0557407
