0.0101067752, 0.00671882158, -0.000352847824, -0.0255634531, 0, 0, -58.9339565, -352.847824, -0, -4925.07806, 0, 4.92507806, 0
0.0201119607, 0.0140078975, -0.000229182967, 0.0157791605, 0, 0, -59.9175551, -229.182967, -0, -5803.80014, 0, 5.80380014, 0
0.0302532091, 0.0163663753, -7.74378196e-05, 0.00967650493, 0, 0, -60.3159948, -77.4378196, -0, -5214.56669, 0, 5.21456669, 0
0.0405987726, 0.0159883101, -2.61832176e-05, 0.00111293745, 0, 0, -60.3551973, -26.1832176, -0, -4720.79013, 0, 4.72079013, 0
0.0506457227, 0.0153222164, -3.13898831e-05, -0.00128030796, 0, 0, -60.335214, -31.3898831, -0, -4603.61575, 0, 4.60361575, 0
0.0609679317, 0.0150600413, -4.27984759e-05, -0.000746138522, 0, 0, -60.3543216, -42.7984759, -0, -4645.55335, 0, 4.64555335, 0
0.0710011188, 0.015071284, -4.59116337e-05, 4.67086923e-06, 0, 0, -60.3984366, -45.9116337, -0, -4690.428, 0, 4.690428, 0
0.0811457858, 0.0151305354, -4.39425752e-05, 0.000309694037, 0, 0, -60.4431336, -43.9425752, -0, -4704.71026, 0, 4.70471026, 0
0.0915134125, 0.0151584431, -4.12422167e-05, 0.000221080544, 0, 0, -60.4791899, -41.2422167, -0, -4702.28185, 0, 4.70228185, 0
0.101747263, 0.0151596238, -3.94860498e-05, -0.000110994278, 0, 0, -60.5065351, -39.4860498, -0, -4698.13895, 0, 4.69813895, 0
0.112003836, 0.0151545651, -3.83750011e-05, 7.20110434e-05, 0, 0, -60.529005, -38.3750011, -0, -4696.6006, 0, 4.6966006, 0
0.122344384, 0.0151518233, -3.76220726e-05, 0.000145789036, 0, 0, -60.5483726, -37.6220726, -0, -4696.70206, 0, 4.69670206, 0
0.13285531, 0.0151515412, -3.69111552e-05, 6.34129525e-05, 0, 0, -60.5653056, -36.9111552, -0, -4697.07254, 0, 4.69707254, 0
0.143702684, 0.0151519795, -3.62767131e-05, 6.33972972e-05, 0, 0, -60.5801871, -36.2767131, -0, -4697.22697, 0, 4.69722697, 0
0.153803217, 0.0151522192, -3.57733851e-05, 7.67799604e-05, 0, 0, -60.5919599, -35.7733851, -0, -4697.22325, 0, 4.69722325, 0
